Date/Time,Outdoor Air Temperature,Building Electric Load,Building Heating Load,Building Cooling Load,ChW Supply Temp,ChW Return Temp,HW Supply Temp,HW Return Temp,HW Mass Flow Rate (kg/s),CHW Mass Flow Rate (kg/s)
 01/11  20:00:00,2.8,761.0,331.2,227.5,6.7,10.1,82.0,60.5,3.65,16.21
 01/11  21:00:00,3.1,763.2,334.7,231.4,6.7,10.1,82.0,60.5,3.71,16.44
 01/11  22:00:00,2.6,722.8,346.5,227.4,6.7,10.1,82.0,60.7,3.85,16.11
 01/11  23:00:00,1.9,711.9,357.4,216.1,6.7,10.1,82.0,61.3,4.04,15.35
 01/11  24:00:00,1.3,616.0,388.6,209.5,6.7,10.0,82.0,61.6,4.47,15.12
 01/12  01:00:00,1.1,618.0,394.0,202.5,6.7,10.0,82.0,61.7,4.59,14.55
 01/12  02:00:00,1.5,624.9,397.3,212.6,6.7,10.0,82.0,61.8,4.67,15.26
 01/12  03:00:00,2.7,642.3,393.6,233.3,6.7,9.8,82.0,62.1,4.68,17.58
 01/12  04:00:00,3.7,655.0,386.8,236.8,6.7,9.9,82.0,62.2,4.64,18.06
 01/12  05:00:00,3.5,654.5,390.8,242.9,6.7,9.9,82.0,62.2,4.70,18.00
 01/12  06:00:00,2.6,656.4,397.6,231.4,6.7,9.8,82.0,62.2,4.80,17.66
 01/12  07:00:00,1.9,657.8,404.3,218.5,6.7,9.8,82.0,62.1,4.86,16.93
 01/12  08:00:00,1.3,856.7,353.6,199.7,6.7,10.0,82.0,61.3,4.18,14.98
 01/12  09:00:00,2.2,1080.3,288.2,218.1,6.7,10.0,82.0,59.0,3.26,15.81
 01/12  10:00:00,2.8,1122.3,281.0,229.3,6.7,10.1,82.0,58.4,3.01,16.36
 01/12  11:00:00,2.8,1119.6,275.6,231.6,6.7,10.1,82.0,58.1,2.86,16.43
 01/12  12:00:00,2.8,1121.2,267.6,232.0,6.7,10.0,82.0,57.8,2.72,16.50
 01/12  13:00:00,2.8,1077.8,264.9,231.7,6.7,10.1,82.0,57.7,2.65,16.50
 01/12  14:00:00,3.1,1119.1,262.1,235.6,6.7,10.1,82.0,57.6,2.60,16.74
 01/12  15:00:00,2.6,1101.7,265.9,231.7,6.7,10.0,82.0,57.5,2.62,16.46
 01/12  16:00:00,1.9,1093.7,269.9,220.0,6.7,10.0,82.0,57.7,2.65,15.75
 01/12  17:00:00,1.0,844.3,334.1,201.9,6.7,10.2,82.0,59.8,3.37,14.16
 01/12  18:00:00,-0.2,874.6,361.5,193.7,6.7,10.0,82.0,61.0,3.86,13.78
 01/12  19:00:00,-2.3,811.8,391.6,165.9,6.7,10.0,82.0,60.9,4.34,11.93
 01/12  20:00:00,-4.4,839.0,408.8,136.7,6.7,9.9,82.0,60.7,4.58,9.97
 01/12  21:00:00,-5.7,856.5,425.8,127.1,6.7,9.5,82.0,60.6,4.77,9.75
 01/12  22:00:00,-6.5,821.9,446.7,108.9,6.7,9.5,82.0,60.8,5.01,8.84
 01/12  23:00:00,-7.0,809.0,461.1,98.7,6.7,9.5,82.0,61.0,5.21,8.24
 01/12  24:00:00,-8.6,709.4,519.0,77.4,6.7,9.4,82.0,61.6,5.97,6.60
 01/13  01:00:00,-9.4,705.5,529.4,62.5,6.7,9.3,82.0,61.8,6.20,5.45
 01/13  02:00:00,-9.4,702.8,528.2,61.5,6.7,9.3,82.0,61.9,6.25,5.44
 01/13  03:00:00,-9.8,703.0,546.4,56.4,6.7,9.3,82.0,62.2,6.52,5.04
 01/13  04:00:00,-10.0,706.1,561.4,52.1,6.7,9.3,82.0,62.6,6.82,4.68
 01/13  05:00:00,-10.7,708.7,569.9,48.0,6.7,9.3,82.0,62.7,7.02,4.33
 01/13  06:00:00,-11.1,706.9,571.1,42.3,6.7,9.2,82.0,62.8,7.08,3.86
 01/13  07:00:00,-11.1,706.4,568.5,42.1,6.7,9.2,82.0,62.7,7.06,3.88
 01/13  08:00:00,-11.1,907.4,508.4,36.9,6.7,9.6,82.0,61.6,6.15,3.37
 01/13  09:00:00,-10.4,1130.9,412.1,43.8,6.7,9.6,82.0,59.9,4.72,3.89
 01/13  10:00:00,-8.9,1169.3,354.3,64.4,6.7,9.6,82.0,59.1,3.86,5.54
 01/13  11:00:00,-7.6,1166.3,321.5,83.3,6.7,9.7,82.0,59.2,3.42,6.99
 01/13  12:00:00,-6.5,1165.2,300.1,99.3,6.7,9.7,82.0,59.5,3.18,8.13
 01/13  13:00:00,-5.4,1120.5,281.1,115.4,6.7,9.7,82.0,59.7,2.99,9.26
 01/13  14:00:00,-5.7,1162.4,286.1,115.1,6.7,9.8,82.0,59.5,3.05,9.09
 01/13  15:00:00,-6.1,1164.4,284.2,108.8,6.7,9.7,82.0,59.5,3.03,8.56
 01/13  16:00:00,-6.8,1166.5,308.8,102.1,6.7,9.7,82.0,59.3,3.28,8.04
 01/13  17:00:00,-7.9,921.0,394.5,82.3,6.7,9.9,82.0,59.6,4.19,6.42
 01/13  18:00:00,-8.3,927.8,423.1,79.2,6.7,9.6,82.0,59.9,4.53,6.23
 01/13  19:00:00,-8.7,845.7,429.3,74.1,6.7,9.6,82.0,59.8,4.62,5.92
 01/13  20:00:00,-7.8,842.5,435.2,82.4,6.7,9.6,82.0,60.1,4.70,6.66
 01/13  21:00:00,-7.2,842.2,443.8,90.1,6.7,9.7,82.0,60.4,4.86,7.24
 01/13  22:00:00,-6.9,801.3,442.5,94.5,6.7,9.7,82.0,60.5,4.89,7.55
 01/13  23:00:00,-6.7,785.8,445.8,97.0,6.7,9.7,82.0,60.6,4.95,7.71
 01/13  24:00:00,-6.7,685.6,487.6,97.1,6.7,9.7,82.0,61.2,5.51,7.69
 01/14  01:00:00,-7.0,684.5,502.7,93.0,6.7,9.7,82.0,61.6,5.79,7.36
 01/14  02:00:00,-7.6,682.2,510.3,85.8,6.7,9.7,82.0,61.7,5.97,6.78
 01/14  03:00:00,-5.7,673.7,484.4,109.0,6.7,9.8,82.0,61.6,5.68,8.59
 01/14  04:00:00,-4.4,669.4,471.9,126.4,6.7,9.8,82.0,61.6,5.53,9.83
 01/14  05:00:00,-5.5,672.7,476.7,117.6,6.7,9.7,82.0,61.3,5.55,9.12
 01/14  06:00:00,-6.5,675.0,496.0,101.5,6.7,9.7,82.0,61.5,5.75,7.95
 01/14  07:00:00,-6.0,671.6,499.4,105.0,6.7,9.7,82.0,61.7,5.84,8.25
 01/14  08:00:00,-4.9,746.1,477.3,119.7,6.7,9.8,82.0,61.7,5.60,9.34
 01/14  09:00:00,-4.8,882.8,426.3,124.0,6.7,9.8,82.0,60.9,4.94,9.56
 01/14  10:00:00,-4.6,921.9,415.7,125.2,6.7,9.8,82.0,60.7,4.72,9.62
 01/14  11:00:00,-4.4,920.4,407.2,128.7,6.7,9.8,82.0,60.6,4.58,9.83
 01/14  12:00:00,-4.1,922.7,400.0,132.9,6.7,9.9,82.0,60.6,4.48,10.10
 01/14  13:00:00,-3.9,894.2,380.3,136.7,6.7,9.9,82.0,60.4,4.24,10.34
 01/14  14:00:00,-3.5,903.2,346.0,141.9,6.7,9.9,82.0,60.3,3.83,10.72
 01/14  15:00:00,-3.0,908.2,333.8,148.9,6.7,9.9,82.0,60.4,3.69,11.16
 01/14  16:00:00,-3.5,909.7,344.1,145.4,6.7,9.9,82.0,60.2,3.80,10.83
 01/14  17:00:00,-5.0,917.5,376.3,128.0,6.7,9.8,82.0,59.9,4.12,9.59
 01/14  18:00:00,-6.3,881.6,410.7,108.4,6.7,9.8,82.0,60.1,4.47,8.23
 01/14  19:00:00,-7.0,691.4,482.8,95.6,6.7,9.7,82.0,60.9,5.35,7.38
 01/14  20:00:00,-7.2,691.1,495.6,90.6,6.7,9.7,82.0,61.3,5.63,7.06
 01/14  21:00:00,-8.6,690.1,522.9,75.7,6.7,9.7,82.0,61.4,6.01,5.94
 01/14  22:00:00,-9.4,690.5,532.7,59.8,6.7,9.6,82.0,61.8,6.23,4.74
 01/14  23:00:00,-10.8,690.5,563.7,48.9,6.7,9.6,82.0,62.1,6.68,3.91
 01/14  24:00:00,-13.4,697.8,615.9,23.5,6.7,9.4,82.0,63.1,7.57,1.91
 01/15  01:00:00,-14.4,673.2,619.8,8.2,6.7,9.4,82.0,63.7,7.97,0.67
 01/15  02:00:00,-14.4,673.8,620.7,8.3,6.7,9.4,82.0,63.8,8.10,0.68
 01/15  03:00:00,-14.4,673.0,627.6,8.2,6.7,9.4,82.0,63.9,8.25,0.68
 01/15  04:00:00,-14.1,669.8,614.7,11.5,6.7,9.4,82.0,63.8,8.09,0.96
 01/15  05:00:00,-13.2,667.6,614.6,20.4,6.7,9.4,82.0,63.7,8.03,1.71
 01/15  06:00:00,-12.4,670.9,610.8,28.0,6.7,9.4,82.0,63.6,7.97,2.36
 01/15  07:00:00,-10.8,668.4,590.6,42.0,6.7,9.6,82.0,63.2,7.60,3.55
 01/15  08:00:00,-8.9,650.7,579.8,60.2,6.7,9.7,82.0,63.0,7.33,5.02
 01/15  09:00:00,-6.9,765.2,494.5,88.0,6.7,9.7,82.0,61.7,6.03,7.20
 01/15  10:00:00,-5.0,765.6,458.4,112.8,6.7,9.8,82.0,61.3,5.39,8.98
 01/15  11:00:00,-3.4,768.4,429.4,136.0,6.7,9.9,82.0,61.2,4.97,10.46
 01/15  12:00:00,-1.7,764.6,397.0,160.6,6.7,10.0,82.0,61.3,4.58,12.01
 01/15  13:00:00,0.0,757.8,376.3,184.1,6.7,10.0,82.0,61.5,4.36,13.47
 01/15  14:00:00,1.3,754.3,358.9,203.8,6.7,10.1,82.0,61.5,4.18,14.60
 01/15  15:00:00,2.4,751.0,351.1,220.5,6.7,10.1,82.0,61.4,4.08,15.62
 01/15  16:00:00,2.8,749.2,349.8,227.4,6.7,10.1,82.0,61.3,4.05,16.04
 01/15  17:00:00,1.4,621.4,403.5,211.7,6.7,10.0,82.0,61.5,4.69,15.02
 01/15  18:00:00,0.2,626.4,423.1,193.5,6.7,10.0,82.0,61.4,4.91,13.90
 01/15  19:00:00,-1.8,627.3,451.0,170.8,6.7,9.9,82.0,61.2,5.21,12.43
 01/15  20:00:00,-2.4,629.9,466.9,154.4,6.7,9.9,82.0,61.4,5.39,11.42
 01/15  21:00:00,-2.2,629.6,466.1,156.7,6.7,9.9,82.0,61.5,5.41,11.64
 01/15  22:00:00,-4.0,627.5,487.7,139.0,6.7,9.8,82.0,61.3,5.65,10.40
 01/15  23:00:00,-3.9,630.1,492.8,132.3,6.7,9.8,82.0,61.5,5.72,10.02
 01/15  24:00:00,-4.4,633.4,502.4,129.8,6.7,9.8,82.0,61.6,5.86,9.85
 01/16  01:00:00,-5.4,631.8,514.3,114.1,6.7,9.8,82.0,61.7,6.02,8.74
 01/16  02:00:00,-6.3,635.6,529.2,102.3,6.7,9.7,82.0,61.8,6.22,7.90
 01/16  03:00:00,-7.0,638.7,537.8,91.2,6.7,9.7,82.0,61.9,6.36,7.11
 01/16  04:00:00,-6.2,636.0,532.1,100.0,6.7,9.7,82.0,62.0,6.32,7.84
 01/16  05:00:00,-5.2,634.0,524.0,112.6,6.7,9.8,82.0,62.0,6.25,8.78
 01/16  06:00:00,-5.0,631.5,523.3,116.1,6.7,9.8,82.0,62.0,6.26,8.99
 01/16  07:00:00,-4.6,629.7,520.3,121.1,6.7,9.8,82.0,62.1,6.23,9.34
 01/16  08:00:00,-4.1,618.0,512.9,128.3,6.7,9.8,82.0,62.1,6.15,9.84
 01/16  09:00:00,-2.2,733.9,445.2,149.1,6.7,10.1,82.0,61.3,5.25,11.01
 01/16  10:00:00,0.3,724.6,409.9,189.6,6.7,10.0,82.0,61.3,4.76,13.83
 01/16  11:00:00,2.2,720.5,389.8,214.9,6.7,10.0,82.0,61.4,4.52,15.52
 01/16  12:00:00,3.8,721.2,367.9,237.8,6.7,10.1,82.0,61.4,4.26,16.97
 01/16  13:00:00,6.2,711.2,342.4,269.9,6.7,10.1,82.0,61.5,3.98,18.97
 01/16  14:00:00,8.6,697.8,321.3,303.2,6.7,10.2,82.0,61.1,3.73,20.91
 01/16  15:00:00,9.8,682.5,320.5,323.8,6.7,10.2,82.0,60.7,3.66,21.98
 01/16  16:00:00,10.0,670.5,323.0,328.8,6.7,10.2,82.0,60.4,3.63,22.25
 01/16  17:00:00,8.9,544.8,372.3,306.3,6.7,10.5,82.0,61.2,4.20,19.99
 01/16  18:00:00,8.3,551.2,384.2,305.6,6.7,10.2,82.0,61.5,4.41,20.40
 01/16  19:00:00,8.3,548.8,382.4,301.5,6.7,10.2,82.0,61.5,4.44,20.41
 01/16  20:00:00,8.7,541.8,379.6,305.0,6.7,10.2,82.0,61.4,4.41,20.70
 01/16  21:00:00,8.5,545.2,384.4,304.6,6.7,10.2,82.0,61.4,4.46,20.65
 01/16  22:00:00,8.3,549.4,384.8,300.6,6.7,10.2,82.0,61.5,4.47,20.41
 01/16  23:00:00,8.0,541.5,387.9,297.1,6.7,10.2,82.0,61.5,4.51,20.23
 01/16  24:00:00,7.4,533.2,393.4,289.2,6.7,10.2,82.0,61.7,4.60,19.79
 01/17  01:00:00,6.9,546.7,383.6,281.1,6.7,10.2,82.0,61.5,4.49,19.35
 01/17  02:00:00,6.3,546.2,387.7,273.4,6.7,10.1,82.0,61.6,4.53,18.91
 01/17  03:00:00,5.8,562.3,393.9,265.9,6.7,10.1,82.0,61.9,4.64,18.46
 01/17  04:00:00,4.9,575.3,397.8,255.4,6.7,10.1,82.0,62.0,4.72,17.80
 01/17  05:00:00,3.7,582.6,403.2,239.6,6.7,10.1,82.0,61.9,4.80,16.83
 01/17  06:00:00,3.0,586.3,408.2,228.0,6.7,10.1,82.0,61.9,4.85,16.11
 01/17  07:00:00,2.8,587.6,411.7,224.0,6.7,10.1,82.0,61.9,4.89,15.88
 01/17  08:00:00,2.8,787.1,348.2,219.8,6.7,10.3,82.0,61.1,4.08,15.14
 01/17  09:00:00,3.1,1013.1,274.8,229.4,6.7,10.3,82.0,58.9,3.08,15.59
 01/17  10:00:00,5.1,1047.8,237.0,244.3,6.7,10.4,82.0,57.7,2.52,16.75
 01/17  11:00:00,7.5,1041.8,217.8,305.4,6.7,10.1,82.0,57.4,2.23,20.37
 01/17  12:00:00,9.4,1040.6,208.7,320.8,6.7,10.2,82.0,57.5,2.09,21.97
 01/17  13:00:00,11.1,998.9,204.4,346.5,6.7,10.3,82.0,57.4,2.03,23.45
 01/17  14:00:00,11.3,1045.2,197.9,354.8,6.7,10.3,82.0,57.0,1.94,23.73
 01/17  15:00:00,10.8,1047.3,203.7,347.8,6.7,10.2,82.0,56.8,1.98,23.38
 01/17  16:00:00,10.2,1043.2,209.6,338.2,6.7,10.2,82.0,56.7,2.01,23.03
 01/17  17:00:00,8.9,791.1,259.2,300.8,6.7,10.7,82.0,58.0,2.50,19.33
 01/17  18:00:00,7.6,805.0,280.4,309.9,6.7,10.2,82.0,58.4,2.76,20.47
 01/17  19:00:00,6.9,724.0,291.0,287.0,6.7,10.1,82.0,58.7,2.91,19.72
 01/17  20:00:00,6.7,714.9,294.7,280.9,6.7,10.1,82.0,58.8,2.99,19.47
 01/17  21:00:00,6.3,707.3,304.2,275.7,6.7,10.1,82.0,59.0,3.12,19.15
 01/17  22:00:00,6.1,664.6,305.4,271.3,6.7,10.1,82.0,59.1,3.16,18.90
 01/17  23:00:00,6.5,657.3,304.6,275.5,6.7,10.1,82.0,59.1,3.17,19.17
 01/17  24:00:00,6.3,564.2,337.5,268.9,6.7,10.4,82.0,59.9,3.56,18.01
 01/18  01:00:00,6.5,548.2,342.1,279.6,6.7,10.1,82.0,60.1,3.67,19.09
 01/18  02:00:00,6.7,533.2,343.0,278.7,6.7,10.1,82.0,60.1,3.72,19.26
 01/18  03:00:00,6.7,535.4,344.6,277.7,6.7,10.1,82.0,60.2,3.76,19.27
 01/18  04:00:00,6.7,538.6,347.3,277.7,6.7,10.1,82.0,60.2,3.80,19.27
 01/18  05:00:00,7.0,534.2,351.1,281.4,6.7,10.1,82.0,60.3,3.85,19.51
 01/18  06:00:00,7.2,530.7,352.7,284.0,6.7,10.2,82.0,60.3,3.88,19.66
 01/18  07:00:00,7.2,530.5,352.2,284.2,6.7,10.2,82.0,60.3,3.88,19.66
 01/18  08:00:00,6.9,736.8,301.5,276.3,6.7,10.4,82.0,59.1,3.26,18.49
 01/18  09:00:00,6.7,980.1,258.7,279.7,6.7,10.3,82.0,57.9,2.71,18.54
 01/18  10:00:00,6.3,1041.5,238.0,284.0,6.7,10.1,82.0,57.2,2.41,19.52
 01/18  11:00:00,5.8,1053.9,230.5,272.0,6.7,10.1,82.0,57.0,2.28,19.06
 01/18  12:00:00,5.2,1057.8,228.5,264.4,6.7,10.1,82.0,56.8,2.23,18.63
 01/18  13:00:00,4.6,1013.9,233.5,256.1,6.7,10.1,82.0,56.8,2.25,18.16
 01/18  14:00:00,3.7,1062.6,240.6,244.4,6.7,10.0,82.0,56.8,2.30,17.42
 01/18  15:00:00,3.0,1065.4,243.6,233.5,6.7,10.0,82.0,56.8,2.32,16.74
 01/18  16:00:00,2.4,1068.5,249.8,225.7,6.7,10.0,82.0,56.9,2.38,16.25
 01/18  17:00:00,1.9,825.5,310.4,211.5,6.7,10.2,82.0,59.0,3.03,14.83
 01/18  18:00:00,1.7,835.8,324.6,215.8,6.7,10.0,82.0,59.6,3.30,15.33
 01/18  19:00:00,1.7,757.3,323.9,213.1,6.7,10.0,82.0,59.9,3.39,15.30
 01/18  20:00:00,1.7,757.2,320.2,212.6,6.7,10.0,82.0,59.9,3.41,15.33
 01/18  21:00:00,1.7,757.6,324.1,211.8,6.7,10.0,82.0,60.0,3.49,15.29
 01/18  22:00:00,1.7,718.3,326.9,211.6,6.7,10.0,82.0,60.1,3.54,15.27
 01/18  23:00:00,1.7,705.2,333.8,211.4,6.7,10.0,82.0,60.3,3.65,15.23
 01/18  24:00:00,1.7,604.7,377.2,210.9,6.7,10.0,82.0,61.4,4.22,15.16
 01/19  01:00:00,2.0,601.8,373.6,214.6,6.7,10.0,82.0,61.5,4.28,15.36
 01/19  02:00:00,2.2,602.4,373.8,217.5,6.7,10.0,82.0,61.6,4.33,15.52
 01/19  03:00:00,2.2,601.8,373.5,217.9,6.7,10.0,82.0,61.6,4.36,15.53
 01/19  04:00:00,1.9,604.7,379.7,214.5,6.7,10.0,82.0,61.5,4.43,15.31
 01/19  05:00:00,1.3,610.6,387.5,207.5,6.7,10.0,82.0,61.4,4.52,14.85
 01/19  06:00:00,1.5,612.8,391.9,207.4,6.7,10.0,82.0,61.5,4.56,14.88
 01/19  07:00:00,1.3,612.8,395.9,206.9,6.7,10.0,82.0,61.5,4.62,14.82
 01/19  08:00:00,1.1,828.6,343.7,199.0,6.7,10.2,82.0,61.0,3.97,13.88
 01/19  09:00:00,1.1,1066.4,287.8,210.1,6.7,10.0,82.0,59.0,3.20,14.89
 01/19  10:00:00,1.1,1101.3,271.5,208.0,6.7,10.0,82.0,58.2,2.89,14.98
 01/19  11:00:00,0.8,1096.1,268.0,203.7,6.7,10.0,82.0,58.0,2.76,14.80
 01/19  12:00:00,0.6,1101.5,266.4,199.6,6.7,10.0,82.0,57.9,2.70,14.55
 01/19  13:00:00,0.6,1061.8,263.5,199.7,6.7,10.0,82.0,57.8,2.64,14.56
 01/19  14:00:00,0.2,1110.2,260.8,196.5,6.7,10.0,82.0,57.7,2.60,14.34
 01/19  15:00:00,-0.4,1117.3,265.2,188.9,6.7,9.9,82.0,57.9,2.63,13.84
 01/19  16:00:00,-0.6,1122.1,272.5,184.1,6.7,10.0,82.0,58.1,2.71,13.52
 01/19  17:00:00,-0.9,875.5,338.4,175.1,6.7,10.2,82.0,60.5,3.48,12.53
 01/19  18:00:00,-1.1,887.0,344.9,178.8,6.7,9.9,82.0,60.7,3.72,12.93
 01/19  19:00:00,-1.1,810.5,347.1,176.5,6.7,10.0,82.0,60.8,3.83,12.89
 01/19  20:00:00,-1.1,811.3,352.0,175.6,6.7,10.0,82.0,60.8,3.93,12.87
 01/19  21:00:00,-1.5,808.3,360.4,171.6,6.7,9.9,82.0,60.7,4.04,12.59
 01/19  22:00:00,-1.7,769.7,365.5,167.1,6.7,9.9,82.0,60.7,4.09,12.30
 01/19  23:00:00,-1.7,758.1,372.3,166.7,6.7,9.9,82.0,60.7,4.18,12.27
 01/19  24:00:00,-2.0,655.1,412.9,163.2,6.7,9.9,82.0,61.0,4.66,12.06
 01/20  01:00:00,-2.9,650.8,428.9,152.0,6.7,9.9,82.0,60.9,4.85,11.30
 01/20  02:00:00,-2.6,651.8,434.9,152.3,6.7,9.9,82.0,61.2,4.95,11.36
 01/20  03:00:00,-2.6,652.7,441.3,154.0,6.7,9.9,82.0,61.3,5.07,11.44
 01/20  04:00:00,-2.8,652.2,442.9,150.2,6.7,9.9,82.0,61.4,5.12,11.16
 01/20  05:00:00,-2.8,654.4,442.4,150.1,6.7,9.9,82.0,61.4,5.12,11.18
 01/20  06:00:00,-2.8,653.3,443.6,149.9,6.7,9.9,82.0,61.4,5.13,11.19
 01/20  07:00:00,-2.8,651.9,445.2,149.8,6.7,9.9,82.0,61.3,5.15,11.20
 01/20  08:00:00,-2.8,851.4,384.0,146.0,6.7,10.1,82.0,60.5,4.38,10.68
 01/20  09:00:00,-2.8,1075.5,318.1,150.3,6.7,10.1,82.0,60.2,3.55,10.85
 01/20  10:00:00,-2.4,1115.9,296.4,161.7,6.7,9.8,82.0,59.9,3.26,11.95
 01/20  11:00:00,-1.9,1117.8,290.4,166.0,6.7,9.9,82.0,59.8,3.16,12.45
 01/20  12:00:00,-1.7,1120.5,286.4,167.9,6.7,9.9,82.0,59.7,3.10,12.61
 01/20  13:00:00,-1.3,1075.7,274.1,173.3,6.7,9.9,82.0,59.5,2.95,12.99
 01/20  14:00:00,-0.4,1114.6,239.2,178.6,6.7,10.1,82.0,58.4,2.53,13.09
 01/20  15:00:00,0.7,1116.9,221.2,205.5,6.7,9.9,82.0,57.6,2.28,14.90
 01/20  16:00:00,1.5,1119.2,218.5,213.5,6.7,10.0,82.0,57.1,2.19,15.61
 01/20  17:00:00,0.3,869.0,301.7,185.3,6.7,10.4,82.0,60.0,3.06,12.92
 01/20  18:00:00,-1.6,879.1,333.5,181.8,6.7,9.9,82.0,60.3,3.53,12.80
 01/20  19:00:00,-2.2,798.5,346.4,163.3,6.7,9.9,82.0,60.3,3.75,11.98
 01/20  20:00:00,-2.2,793.5,352.2,160.5,6.7,9.9,82.0,60.3,3.85,11.94
 01/20  21:00:00,-1.5,786.9,356.3,167.5,6.7,9.9,82.0,60.6,3.93,12.49
 01/20  22:00:00,-1.1,744.4,358.3,172.9,6.7,9.9,82.0,60.8,3.99,12.81
 01/20  23:00:00,-1.1,732.2,365.3,173.2,6.7,9.9,82.0,60.9,4.10,12.76
 01/20  24:00:00,-1.1,631.4,409.9,173.0,6.7,9.9,82.0,61.2,4.65,12.72
 01/21  01:00:00,-1.1,622.8,409.4,172.7,6.7,9.9,82.0,61.2,4.69,12.68
 01/21  02:00:00,-1.1,619.8,411.4,172.4,6.7,9.9,82.0,61.2,4.72,12.68
 01/21  03:00:00,-0.8,617.3,416.0,175.9,6.7,10.0,82.0,61.4,4.80,12.92
 01/21  04:00:00,-0.6,615.6,417.7,178.6,6.7,10.0,82.0,61.5,4.85,13.08
 01/21  05:00:00,-0.6,613.5,421.7,178.5,6.7,10.0,82.0,61.6,4.92,13.05
 01/21  06:00:00,-0.6,611.6,424.8,178.5,6.7,10.0,82.0,61.7,4.97,13.05
 01/21  07:00:00,-0.6,620.6,433.7,178.3,6.7,10.0,82.0,61.9,5.11,13.02
 01/21  08:00:00,0.2,693.3,402.0,189.2,6.7,10.0,82.0,61.6,4.74,13.77
 01/21  09:00:00,1.6,817.9,343.0,209.7,6.7,10.0,82.0,61.1,3.99,15.24
 01/21  10:00:00,4.0,851.5,308.6,240.5,6.7,10.1,82.0,59.8,3.49,17.28
 01/21  11:00:00,6.1,848.3,284.2,270.4,6.7,10.1,82.0,59.0,3.09,19.10
 01/21  12:00:00,7.7,838.1,269.7,294.1,6.7,10.1,82.0,58.8,2.86,20.48
 01/21  13:00:00,9.0,787.9,259.9,312.9,6.7,10.2,82.0,58.8,2.72,21.60
 01/21  14:00:00,10.2,769.3,258.1,331.7,6.7,10.2,82.0,58.7,2.67,22.80
 01/21  15:00:00,11.6,758.3,261.9,355.1,6.7,10.2,82.0,58.6,2.70,24.25
 01/21  16:00:00,11.5,742.0,264.8,354.9,6.7,10.2,82.0,58.6,2.71,24.14
 01/21  17:00:00,11.5,724.2,270.0,353.4,6.7,10.1,82.0,58.5,2.76,24.40
 01/21  18:00:00,8.2,735.1,301.8,304.2,6.7,10.2,82.0,58.7,3.08,21.23
 01/21  19:00:00,4.0,590.0,385.6,248.3,6.7,10.1,82.0,61.1,4.08,17.29
 01/21  20:00:00,2.4,604.5,398.0,235.0,6.7,9.8,82.0,61.9,4.50,17.25
 01/21  21:00:00,2.2,603.5,390.0,220.9,6.7,9.8,82.0,62.0,4.56,16.97
 01/21  22:00:00,2.2,597.4,390.8,218.0,6.7,9.8,82.0,62.0,4.63,16.97
 01/21  23:00:00,2.2,602.2,385.4,207.7,6.7,10.0,82.0,61.9,4.58,15.78
 01/21  24:00:00,1.9,601.7,386.0,210.4,6.7,10.0,82.0,61.6,4.56,15.24
 01/22  01:00:00,1.7,571.9,402.9,208.7,6.7,10.0,82.0,61.7,4.74,14.97
 01/22  02:00:00,1.7,576.5,404.4,209.4,6.7,10.0,82.0,61.7,4.77,14.97
 01/22  03:00:00,1.3,577.6,410.8,205.7,6.7,10.0,82.0,61.6,4.83,14.72
 01/22  04:00:00,0.8,584.5,418.3,198.4,6.7,10.0,82.0,61.6,4.90,14.24
 01/22  05:00:00,0.6,589.3,422.4,194.7,6.7,10.0,82.0,61.6,4.94,14.02
 01/22  06:00:00,0.6,592.6,425.4,194.4,6.7,10.0,82.0,61.6,4.98,14.00
 01/22  07:00:00,0.9,599.8,431.1,202.7,6.7,10.0,82.0,61.8,5.07,14.60
 01/22  08:00:00,0.8,603.3,437.8,206.4,6.7,9.7,82.0,61.9,5.19,15.63
 01/22  09:00:00,0.6,731.9,388.5,188.3,6.7,10.0,82.0,61.3,4.57,14.11
 01/22  10:00:00,0.6,732.2,372.3,193.4,6.7,10.0,82.0,61.0,4.30,14.09
 01/22  11:00:00,0.9,736.5,348.7,199.6,6.7,10.0,82.0,60.8,3.98,14.41
 01/22  12:00:00,1.5,740.6,334.9,207.8,6.7,10.0,82.0,61.0,3.80,14.93
 01/22  13:00:00,2.0,741.3,321.5,215.3,6.7,10.1,82.0,61.2,3.67,15.40
 01/22  14:00:00,2.6,749.8,305.4,223.6,6.7,10.1,82.0,61.3,3.50,15.91
 01/22  15:00:00,2.8,759.5,295.8,227.6,6.7,10.1,82.0,61.3,3.41,16.11
 01/22  16:00:00,3.1,766.0,294.3,232.7,6.7,10.1,82.0,61.2,3.39,16.42
 01/22  17:00:00,1.6,632.4,353.6,215.7,6.7,10.0,82.0,61.0,4.05,15.29
 01/22  18:00:00,-1.2,641.3,404.1,180.2,6.7,10.0,82.0,60.6,4.57,12.94
 01/22  19:00:00,-2.9,640.7,435.5,152.2,6.7,9.9,82.0,60.7,4.89,11.13
 01/22  20:00:00,-3.7,640.7,452.7,139.3,6.7,9.9,82.0,60.8,5.09,10.33
 01/22  21:00:00,-4.2,640.4,466.7,130.7,6.7,9.9,82.0,61.0,5.27,9.80
 01/22  22:00:00,-5.2,639.1,479.0,119.3,6.7,9.8,82.0,60.9,5.43,9.02
 01/22  23:00:00,-5.2,640.9,484.2,115.1,6.7,9.8,82.0,61.1,5.51,8.79
