timestamp,tempm,elec_load,heat_load,cool_load,
1/16/2012 17:00,15.91666667,705.3942689,142.6808993,611.0997131,
1/16/2012 18:00,14.65,618.3091918,104.0904206,489.1579192,
1/16/2012 19:00,14.4,618.0651024,108.8677891,471.5824813,
1/16/2012 20:00,14.4,616.3464846,116.1925255,469.1647553,
1/16/2012 21:00,13.11666667,574.3415923,128.7818969,410.9616238,
1/16/2012 22:00,12.84166667,612.9314504,178.2243632,353.2234768,
1/16/2012 23:00,12.65833333,570.9988876,158.3715651,381.964688,
1/17/2012 0:00,11.90833333,577.2215367,203.6437746,302.1387428,
1/17/2012 1:00,10.35833333,583.7619906,228.883209,294.5256806,
1/17/2012 2:00,10.1,602.4085345,241.85236,289.9398568,
1/17/2012 3:00,11.24166667,629.4765691,239.7395032,306.6092158,
1/17/2012 4:00,12.63333333,646.7692865,233.0060597,356.9816356,
1/17/2012 5:00,12.36666667,645.2793851,209.4915097,365.8890051,
1/17/2012 6:00,12.34166667,649.5073751,239.3702584,311.9652017,
1/17/2012 7:00,12.8,835.5895242,162.2422576,493.3586221,
1/17/2012 8:00,16.00833333,1063.863241,141.3209183,655.9749877,
1/17/2012 9:00,19.93333333,1090.169457,144.0819829,840.8062977,
1/17/2012 10:00,22.73333333,1086.836958,114.8611285,925.9453302,
1/17/2012 11:00,24.54166667,1113.2539,97.35140574,990.1305441,
1/17/2012 12:00,25.64166667,1093.959967,86.3790449,1034.437676,
1/17/2012 13:00,26.74166667,1134.467768,71.85947143,1076.059945,
1/17/2012 14:00,26.90833333,1127.735662,72.52985372,1109.935667,
1/17/2012 15:00,25.06666667,1092.423453,89.97497033,1089.799274,
